GO	Gm12878.Atf3	H1hesc.Atf3	K562.Atf3	Gm12878.Bcl11a	H1hesc.Bcl11a	Gm12878.Bcl3	K562.Bcl3	Gm12878.Cfos	K562.Cfos	H1hesc.Cjun	K562.Cjun	Gm12878.Cmyc	H1hesc.Cmyc	K562.Cmyc	H1hesc.Cebpb	K562.Cebpb	Gm12878.Ctcf	H1hesc.Ctcf	K562.Ctcf	Gm12878.E2f4	K562.E2f4	Gm12878.Egr1	H1hesc.Egr1	K562.Egr1	Gm12878.Ets1	K562.Ets1	Gm12878.Gabp	H1hesc.Gabp	K562.Gabp	Gm12878.Jund	H1hesc.Jund	K562.Jund	Gm12878.Max	H1hesc.Max	K562.Max	Gm12878.Mef2a	K562.Mef2a	Gm12878.Nfya	K562.Nfya	Gm12878.Nfyb	K562.Nfyb	Gm12878.Nrf1	H1hesc.Nrf1	K562.Nrf1	Gm12878.Nrsf	H1hesc.Nrsf	K562.Nrsf	Gm12878.P300	H1hesc.P300	K562.P300	Gm12878.Pu1	K562.Pu1	Gm12878.Rad21	H1hesc.Rad21	K562.Rad21	Gm12878.Rxra	H1hesc.Rxra	H1hesc.Sin3ak20	K562.Sin3ak20	Gm12878.Six5	H1hesc.Six5	K562.Six5	Gm12878.Sp1	H1hesc.Sp1	K562.Sp1	Gm12878.Srf	H1hesc.Srf	K562.Srf	Gm12878.Taf1	H1hesc.Taf1	K562.Taf1	Gm12878.Tbp	H1hesc.Tbp	K562.Tbp	Gm12878.Tcf12	H1hesc.Tcf12	Gm12878.Usf1	H1hesc.Usf1	K562.Usf1	Gm12878.Usf2	H1hesc.Usf2	K562.Usf2	Gm12878.Yy1	H1hesc.Yy1	K562.Yy1	Gm12878.Zbtb33	K562.Zbtb33
GO:0006357 regulation of transcription from RNA polymerase II promoter	-0.122584671861156	0.775624780790529	6.70965970193653	2.39004218651297	0.590073746841072	1.3825738226487	1.15689974151384	0.196221268922356	3.85625515068121	0.0401817070519412	3.66039815056279	2.52854486727666	-0.314170137962627	9.81312380479974	7.34034809600164	10.7064613801748	2.31486282484948	3.17964556663817	1.57938704439325	1.97724466285678	13.6293509480245	24.1687128389909	28.9085794914936	29.8422707020514	0.535291684333688	9.94624197710523	2.07802368065785	1.09778724162758	7.81129599192085	1.05258852599073	3.67385359293344	8.04206726061536	12.0278017645577	6.5571985714214	17.8365190925012	4.50746857340636	4.01080251497725	NA	NA	NA	NA	2.59233613568974	2.44339206042769	0.916697066090289	0.121675291883872	-1.56796166063243	5.94806568846338	2.13117231329578	7.31318513809901	8.51302015381348	2.20764886840302	9.09932941657865	1.93895486644199	6.15607460930627	0.0143813249763622	0.939631187233952	-0.0159290431088727	8.16423102365732	12.2304475250921	0.836386069361678	0.906853075026462	0.533451190273994	8.25967856997459	20.9773772430464	7.17455121037199	6.63869266510646	-1.20470290889264	2.84112234763318	15.0935265987998	18.0338169923797	30.4301637187541	NA	NA	NA	5.46510126693074	5.86009816198727	0.910954335699908	6.85498995500566	7.48808373800033	2.23167724265148	3.28905397781446	-0.462976341204425	13.245351561067	13.792348784558	20.6048044459129	NA	NA
GO:0051253 negative regulation of RNA metabolic process	0.302332651086111	0.180383354016692	7.62254603683206	2.30344083468929	1.43450176302606	-0.655669850938681	1.38209113852476	NA	NA	-0.202813267202894	2.61969174119217	2.5663658635532	-0.163389127408645	9.56479416286466	3.67776936287234	9.55465837495037	3.60566905990217	3.23932251342589	2.52034982512843	NA	NA	16.5131439343125	23.5521953806516	28.6926264934963	NA	NA	1.17682569804103	0.749141268765967	5.49671075864564	-0.11511449596742	2.21442081125324	7.75363755687619	NA	NA	NA	1.50783358811188	6.16425499096701	NA	NA	NA	NA	NA	NA	NA	-0.298588085362646	-2.97370337000853	5.1776418547502	2.8033249060409	6.28159625600016	8.17666867252576	2.62590367675321	8.302751318842	NA	NA	NA	0.708106864127122	-0.489455048904178	6.50789436552049	15.8729007432282	1.35643755801247	1.50969352441847	0.694434689783763	NA	NA	NA	4.77966315390179	-1.01708031073485	3.14572849727193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3647006625855	11.8540049034395	18.8767889573287	0.718479194524815	2.75617568330942
GO:0016570 histone modification	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.545123665886018	-0.124069239613654	-0.663119454062925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25263744426979	0.822042292026878	0.321140579142223	-0.512681249008348	0.2220170695225	0.713405719570389	0.970417607391219	1.84512260988926	NA	NA	NA	NA	NA	1.52284007694642	1.82496830854911	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.28913075197763	3.81009436351745	7.38138456487128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033554 cellular response to stress	0.665856466885683	-0.477313852188697	-0.187439767195463	NA	NA	-2.72379793622993	-2.00460026091714	-0.641995154150163	-0.121871315995852	0.0556221402031887	2.21544769061492	-2.93534291867234	-0.0512671260444259	-5.33696079647324	0.68647995347431	2.29481481606865	NA	NA	NA	-3.47095139435572	-1.89237472943391	-5.32367214531534	-1.21160671767041	-12.6464636319008	1.05226369410749	-4.1606747366789	NA	NA	NA	NA	NA	NA	-8.2848891512204	-1.08954465107448	-10.9207410094849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24018839502227	-4.18915810226524	-7.43446694834024	NA	NA	-0.504803763878996	-0.432431885556171	-0.164651274988277	NA	NA	-2.29153955138758	-11.4197965857892	NA	NA	NA	NA	NA	NA	2.24593664097833	-0.926941111016062	0.844861710869686	-13.9438341719138	-7.95144345147833	-17.5333677652515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.53792103268107	-4.78686726646231	-6.19613653783287	NA	NA
GO:1903507 negative regulation of nucleic acid-templated transcription	0.00807732864283436	0.0846291904000415	7.55170600374722	2.13356801070054	1.42885360858907	-0.300066708124308	0.870973827909035	NA	NA	-0.225989033191621	2.48049437565841	2.35421213043869	-0.20294820781181	9.13007446382935	3.72317585912301	9.41382666115831	3.60116446954688	2.96283260813009	2.29626452239496	NA	NA	17.4496142478106	24.7050760848726	29.0649816608161	NA	NA	1.13777516630643	0.74326557037187	5.00850618607245	0.0315965354215548	2.35032664395416	8.49534413145808	NA	NA	NA	1.82329440347761	6.31481706911891	NA	NA	NA	NA	NA	NA	NA	-0.326831157460645	-2.77064913279947	5.32389597320525	3.5647792227707	6.24406579296502	8.58934798873089	2.91231483156125	8.48996325990623	NA	NA	NA	0.918657989633294	-0.669240724866815	6.59488802232954	15.0562645987479	1.40130443308634	1.4246534997609	0.661690349711364	NA	NA	NA	4.85044818398309	-0.878759833474469	3.15657141840357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8555661878362	11.6431736415192	17.7588036348708	0.924811753178953	3.15567995629695
GO:0010628 positive regulation of gene expression	0.524458008337041	0.113175913570539	6.35092984820554	2.37585618476166	0.265083736266239	-0.6048264751736	-0.00669636391215332	0.502165652693297	2.55390142259077	0.743788262818421	3.91563536345939	3.13436233387381	-0.15303352836214	4.10204183620289	4.29058793102499	10.9497411604395	-0.192430792213055	1.86416405966882	1.95522990674943	-0.507620152367765	11.5862419051876	19.9279656945967	21.0766738239853	20.1651192910931	1.95226270682588	6.23085091135739	1.92854727718326	1.77874771064437	8.10359123624388	2.06190244567745	4.45460490319088	4.08446897228129	NA	NA	NA	4.41952653194613	1.69454644687032	1.3228677207246	1.53762273322766	1.00672951520893	-0.364376748675543	1.86870908094855	0.776924995666105	0.670474422943868	0.33120190935322	-0.848595629420093	5.31332140302915	-0.895417203483274	3.83803634125251	4.40216228040556	3.30036337054873	9.50386541678476	2.4148161323866	6.68650924600991	-0.185153184917925	0.209491480824332	0.810483623042146	4.03336507464729	9.66288956236822	0.538199972486772	-0.0620803910835489	0.296524558353859	10.5196731127143	14.1517893353961	2.78521218070075	7.09331590539752	-0.323994163776104	3.33583782988396	15.9235490255762	15.6016963231821	22.8839159518947	-1.08640030324782	10.3275331771589	8.73103200809618	6.10149272187258	7.47713658126018	1.09780832130659	5.67403482430483	4.01920982904615	2.91824904350081	2.42371316349553	-1.75255793881839	NA	NA	NA	NA	NA
GO:1902679 negative regulation of RNA biosynthetic process	0.0172203600617296	0.130211506601057	7.34302957223261	2.5409058327129	1.37077247179228	-0.238312124429739	0.825876122515302	NA	NA	-0.267665821027572	2.46449494931524	2.39741394180502	-0.18909927325461	8.99335487101908	3.73607747358958	9.0333258299152	3.7124186317061	3.09158905703399	2.45070444778466	NA	NA	17.2500640246297	24.1500391776497	28.7387126207784	NA	NA	1.04987610307926	0.70704858646405	4.92049883409069	0.00981198948450747	2.40869118973227	8.06512046042427	NA	NA	NA	1.74462253496613	6.33716640188088	NA	NA	NA	NA	NA	NA	NA	-0.335558175979522	-2.69258341718839	5.12826478878446	3.30110797339553	6.18896216604145	8.19856554116502	3.09521287608681	8.0830620701042	NA	NA	NA	0.909350095537016	-0.696481486437268	6.33121781891217	14.8791708082942	1.325573573464	1.38073296946814	0.619146848988749	NA	NA	NA	4.7745043217756	-0.83769295424803	3.05249007785056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3573778912925	11.7987693674693	17.6000829407622	0.90305915958039	3.05039845289878
GO:0010557 positive regulation of macromolecule biosynthetic process	0.113537795991665	-0.0684950147067383	4.65828219297569	NA	NA	1.31246911435401	-0.597698317974013	0.112625249716491	1.39699479036766	0.796938127705673	2.44037129350717	2.60123676503798	-0.23163121590132	2.32041673060356	3.59763546769242	6.76520522271158	0.000745519197950814	0.843128607829579	1.10421909884575	-0.111469324302613	8.25367100605333	19.651636624664	22.5377560682485	17.5470735612135	0.531257539614949	3.67989247363197	1.68734537778618	1.12073272156207	5.36274904879666	1.96474519312513	2.63373943467939	1.9090959444736	NA	NA	NA	5.87506785334554	0.701422339913531	1.72829165818007	1.74679855357192	1.08545453068998	-0.570828776234234	1.37625311912377	0.560348979640665	-0.030360863652638	-0.166026223547707	-1.12679864809665	3.08433054373583	1.20553346277789	4.8336844098347	1.86992913188017	3.28850797179841	6.34318239566483	2.77490927594519	4.79562736824174	-0.149559099956756	0.559141174022184	0.589955502776408	3.92828305018564	7.75034141936198	0.621766086247284	-0.154890440874816	0.133694180302883	10.4855841228909	13.6650879778378	3.69933739927106	6.75287945385057	-0.0879169756567293	1.9916850435288	16.4251412074625	14.0387742817818	19.1073861247177	-0.486751737895256	6.55068674944263	8.94074212919393	6.33120861006342	6.09050929650438	1.18604995228728	6.16562342852173	1.76074539995672	2.84810382231531	2.73068241649027	-1.2905061515318	NA	NA	NA	NA	NA
GO:0018205 peptidyl-lysine modification	NA	NA	NA	-1.30979585861922	1.2318683633876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.898553706411108	-0.093395216686252	-1.10747031561111	NA	NA	2.31202485242455	-0.966289351339421	0.382277725555372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.819824049676975	-0.750063989657796	-0.671150600042708	-0.544130488576773	0.67265401975696	NA	NA	NA	NA	NA	0.554154883469331	-2.21027293622632	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.13548168759467	0.379371880897358	-1.86166727597031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045892 negative regulation of transcription, DNA-templated	0.0293853280607979	0.152423705919203	6.9186689951468	2.4120321360697	1.44979126654411	-0.617936008905702	0.410388576136318	NA	NA	-0.238522517853553	2.07204178703902	2.60163253021971	-0.224131057524236	8.14143418113768	3.56734173033536	9.01731758010808	3.81440028921842	3.28241559893511	2.48892768918178	NA	NA	17.6543374251677	24.8199518660116	28.9267434489395	NA	NA	1.09560724008671	0.763379651008359	5.02788743672215	0.0677973430542097	2.15703545709808	8.03196051571858	NA	NA	NA	1.88436166671961	5.10161458640022	NA	NA	NA	NA	NA	NA	NA	-0.254031238193221	-2.63968432830498	5.38354154276386	3.73002138292158	5.82299700778414	8.77546680384748	3.23672680696046	8.75371318144698	NA	NA	NA	1.0230423393894	-0.711744934787752	6.78619612826886	14.88048750691	1.34187582170417	1.27411128340039	0.57056673190319	NA	NA	NA	4.8107082115308	-0.865574609228751	3.02869171994754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6558046777388	10.9525967005038	17.0618293194678	0.85771405360297	3.22482945897297
GO:0051254 positive regulation of RNA metabolic process	0.583591520434474	0.382355057441238	5.10971493121323	NA	NA	-0.0734511363614737	-0.353067776483296	0.325864183307323	1.64989531121368	0.816262345875348	3.14106538413752	3.21540577248984	-0.275905337767447	4.20364299444772	4.97466905499024	8.09110418298941	0.0163999574476474	1.24973829033766	1.91405315681404	0.160312545350879	11.7710593283164	20.1444373419771	24.8762781647386	21.1803104781275	0.819411101237934	4.06118627426847	2.41494224528841	2.86238159742764	7.66962766306254	1.86403597607144	3.77843927430764	3.16078457356738	NA	NA	NA	5.17641237197697	1.32424645542459	1.87060773275664	0.852432686239562	1.61819418219059	-1.00487637524819	1.7929383479401	0.693167431677669	0.343082351455832	0.481608184912881	-0.562827420344414	3.52401509420885	0.604519165929399	4.93168690881718	2.76766113750684	2.90097376250715	6.74475568770147	3.80741679628525	7.00563788994361	-0.00324954275921861	1.00032647675359	0.652838950594267	6.03975810163831	9.21294127485021	0.400449120632697	-0.206270915579012	-0.263842369615952	12.4148466660954	15.0375995287181	3.87918033038494	7.39358328467379	-0.599833659906057	1.98987664584404	19.3973192144522	16.9097499338218	24.8546771136824	1.19133175807866	11.1154475404676	10.4806639061416	7.36120516757068	7.20816287543086	1.34792406905541	7.47602521709499	2.95333196377041	3.64684553306317	2.92553305758316	-1.21505441398375	NA	NA	NA	NA	NA
GO:0000278 mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.40451342029933	0.0433602145731894	-8.02217756528701	NA	NA	NA	NA	NA	-3.04499345052394	-14.1800626699891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.3726688905817	-0.452899040927407	-17.4107801067434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.64922065292246	-1.40286683054219	-4.28423088613356	NA	NA	-1.01927704590852	1.62169635798343	0.631055787858561	NA	NA	-2.92831998243342	-17.921513833427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
