GO	Gm12878.Atf3	H1hesc.Atf3	K562.Atf3	Gm12878.Bcl11a	H1hesc.Bcl11a	Gm12878.Bcl3	K562.Bcl3	Gm12878.Cfos	K562.Cfos	H1hesc.Cjun	K562.Cjun	Gm12878.Cmyc	H1hesc.Cmyc	K562.Cmyc	H1hesc.Cebpb	K562.Cebpb	Gm12878.Ctcf	H1hesc.Ctcf	K562.Ctcf	Gm12878.E2f4	K562.E2f4	Gm12878.Egr1	H1hesc.Egr1	K562.Egr1	Gm12878.Ets1	K562.Ets1	Gm12878.Gabp	H1hesc.Gabp	K562.Gabp	Gm12878.Jund	H1hesc.Jund	K562.Jund	Gm12878.Max	H1hesc.Max	K562.Max	Gm12878.Mef2a	K562.Mef2a	Gm12878.Nfya	K562.Nfya	Gm12878.Nfyb	K562.Nfyb	Gm12878.Nrf1	H1hesc.Nrf1	K562.Nrf1	Gm12878.Nrsf	H1hesc.Nrsf	K562.Nrsf	Gm12878.P300	H1hesc.P300	K562.P300	Gm12878.Pu1	K562.Pu1	Gm12878.Rad21	H1hesc.Rad21	K562.Rad21	Gm12878.Rxra	H1hesc.Rxra	H1hesc.Sin3ak20	K562.Sin3ak20	Gm12878.Six5	H1hesc.Six5	K562.Six5	Gm12878.Sp1	H1hesc.Sp1	K562.Sp1	Gm12878.Srf	H1hesc.Srf	K562.Srf	Gm12878.Taf1	H1hesc.Taf1	K562.Taf1	Gm12878.Tbp	H1hesc.Tbp	K562.Tbp	Gm12878.Tcf12	H1hesc.Tcf12	Gm12878.Usf1	H1hesc.Usf1	K562.Usf1	Gm12878.Usf2	H1hesc.Usf2	K562.Usf2	Gm12878.Yy1	H1hesc.Yy1	K562.Yy1	Gm12878.Zbtb33	K562.Zbtb33
GO:0006357 regulation of transcription from RNA polymerase II promoter	0.521039306296737	0.234550958212465	2.1510015078641	-0.185743075293895	0.43422221456296	1.07156742924814	0.363079169957482	0.194840196159002	2.32975115603893	-0.130900942791299	1.52187728836491	0.809736720425764	0.0848309629523061	3.20759450091974	2.68870789597734	3.53899369442133	1.38945294159593	1.8984237642873	1.87115666004457	0.525937110523096	7.54114558399839	20.7681659459824	12.6255248691512	25.0653909623342	0.147491238823279	5.30191030920496	0.512899507684277	0.250503220345238	2.39671081622176	0.143947957216712	1.8675414734111	5.67754323786018	7.52843744788103	1.64308962176542	11.8766863973209	2.64915600339221	1.1512828073054	NA	NA	NA	NA	1.00191619480759	0.433156756011753	0.393818055626896	0.572832180404046	-0.233556722207864	2.93769035751247	-0.129153096492693	6.21150449483642	4.80924544499395	-0.617777956654841	3.48556153138494	2.39691989033962	5.28126210106706	0.217542038733249	0.451726492055124	0.245597976739553	6.80585211293144	5.99560243282582	0.104143898171382	0.248879150099743	0.382703418263129	6.76220282060657	14.0678386670662	3.84687871051461	3.65321526036975	1.03290927709033	1.78390420361492	15.4666982852585	14.0519962064613	20.1557865971435	NA	NA	NA	4.99946361491359	3.7251447190832	3.48201953147214	9.03085553913268	3.02531347756454	3.74421663961162	3.19423109705574	0.98730018038399	16.4530635121972	9.89858208029066	10.263361578192	NA	NA
GO:0051253 negative regulation of RNA metabolic process	0.00242069512158675	0.122882881274437	2.24600431487551	-1.16892308898325	1.32724769943625	-0.935123060283593	0.314070044898961	NA	NA	-0.365289589312398	1.0470162735848	1.04369067150285	0.137612122221363	4.08372611594562	0.0745451216759617	4.0212467944535	1.05642756238715	0.246089492939757	1.16079519229429	NA	NA	14.9327861594061	12.7678777449138	20.1205007327131	NA	NA	-0.00028145354933114	0.233675612508056	2.09861599269949	-0.0540329966010581	0.770737778058699	2.41350151378233	NA	NA	NA	0.06146176471433	3.59702845428761	NA	NA	NA	NA	NA	NA	NA	0.387803058275659	-0.43124497454249	2.73368046422277	-1.36753243493684	6.14664990572438	3.66818712233822	-0.658869150752897	1.84450550956924	NA	NA	NA	0.223781793070871	-0.252085570235271	7.72854842750342	9.41343175388728	0.831373871086236	0.858670771464193	0.697161447361985	NA	NA	NA	2.00688798121999	0.381503881403586	1.59570944313018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5883914858784	9.19959807815029	11.8765944256516	1.08506845113264	4.06022319823638
GO:0016570 histone modification	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.286559925018751	-0.0900355864239976	0.542622050675964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0100828545083528	0.172108433007621	-0.125769905158871	-0.299266623245368	1.02523498473099	-2.06575858824261	-0.256002401108245	0.345775724058912	NA	NA	NA	NA	NA	1.98106916879202	0.459720793492288	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.95213790986364	4.08155331703187	9.99807361570896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0033554 cellular response to stress	0.635274076334212	0.0363139912799234	-0.106974074342845	NA	NA	-1.71665559651789	-1.43029471613404	-0.0531697868633243	1.09958981098808	-0.169219663013419	2.16169878873325	-2.76713529243246	-0.0549935331912611	-3.6720853300942	2.82865365528438	2.2800808111771	NA	NA	NA	-3.07033007193628	-0.763192798400093	-3.4833472772369	-0.408945790420793	-11.4041345327152	0.136785150660333	-1.62578003191411	NA	NA	NA	NA	NA	NA	-7.92888208002192	-0.804368214615279	-5.9025468286957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.410241205986651	-0.8729647520774	-2.80237175079335	NA	NA	-0.125389689118435	1.14295554841109	0.400094291771657	NA	NA	-0.990041256660492	-4.66530203435017	NA	NA	NA	NA	NA	NA	-0.513369301575967	0.767803539669912	1.40044294216045	-7.90725746786111	-8.36715656425429	-13.5809934313796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.58638100171965	-2.42139506704961	-6.09189801539624	NA	NA
GO:1903507 negative regulation of nucleic acid-templated transcription	0.0302884974514856	0.0490878627004211	2.20165931531923	-1.24832503884705	1.34905737736833	-0.991494934469704	0.647392870419309	NA	NA	-0.34709416497272	1.09904652819373	0.779317232444052	0.142489020382063	3.8915131787464	0.116105675562142	3.2679881143806	1.10737878929484	0.0353251037575323	1.22605258223742	NA	NA	14.54904602685	13.5953286530243	21.6615347549704	NA	NA	0.0236094173628031	0.167404477392187	1.97056210809037	-0.0398697448946857	0.832547588602159	2.6427557020832	NA	NA	NA	0.324597673284472	3.94203486368423	NA	NA	NA	NA	NA	NA	NA	0.42208058015404	-0.41104507352598	2.77372050378099	-0.980776356434856	6.44960886003783	3.25919339931924	-0.32783806437697	2.00633219291089	NA	NA	NA	0.316074002946972	-0.209103732156392	7.8161597489415	9.42803756488563	0.738947656229496	0.934994034800379	0.569954589593026	NA	NA	NA	1.83282736650544	0.3221912667979	1.75839505851964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.5683853963849	9.47880933479463	10.8251997833007	1.17758067711456	4.29437326225068
GO:0010628 positive regulation of gene expression	0.484987840137875	0.00637657502735181	1.69141403981778	-0.661989303997821	0.00455296205236307	-0.428721883239105	0.28939531168173	0.743291147000059	1.77015890496169	0.0331110361089698	1.46250055383024	1.81707327741281	0.0942491211747236	1.0120808713008	0.21243793623986	4.2115402393787	-0.48152760723312	0.838209095817168	1.80833527507705	-0.323906474627362	6.7835467053113	14.5008398825921	7.48348497960619	15.5790107156793	1.26663033656574	2.47296874310662	0.188663907220798	0.320550333000373	1.70767277358672	0.417402375144997	1.76301334948917	3.77753676639135	NA	NA	NA	0.794865874168184	0.135550416090682	0.841228973190682	1.16023399544499	1.16957195853852	1.22479935531419	0.972246220167151	0.13351170729058	0.213272538333738	1.09668814868901	0.00362492452329251	0.618178597162265	-1.55391230079062	2.86234515411369	1.78368457358452	-1.42378432482339	3.51606780272717	1.69943163902669	5.05927388903973	0.425258521981606	0.675615638651992	0.430944455777718	4.51335522661224	5.99999748402885	-0.0222468734425565	-0.0127645008080677	0.0217448084297156	5.83389334911135	9.51538795673906	2.13328078848229	2.91178428345394	0.782992025275504	1.29204734153025	16.3030348114355	12.2095723445	16.635229308301	3.26353059891105	7.31577006873337	7.59481551506144	3.61518835184619	3.08680956602841	1.90265482449198	5.59223160584257	1.83595418666567	2.93298616240656	3.08776694160926	0.777432077297433	NA	NA	NA	NA	NA
GO:1902679 negative regulation of RNA biosynthetic process	0.0304785118317979	0.0418703516319965	2.21451853544459	-1.13631781266105	1.33255766754014	-0.830485459583691	0.569958754297913	NA	NA	-0.330235384183144	1.05691033406723	0.838922723064688	0.139051777495653	3.86711319724136	0.093058594812396	3.06395766505783	1.37832283454525	0.232166291568769	1.42714704515332	NA	NA	14.388793837038	13.3147369120547	21.3864333096028	NA	NA	0.0168003264204554	0.153702697089914	1.86874392127722	-0.0491820516787237	0.908458493175943	2.42162189940123	NA	NA	NA	0.236085674052508	3.83762213544444	NA	NA	NA	NA	NA	NA	NA	0.400375426999071	-0.359693446158713	2.67481121706603	-1.14115211037815	6.28866853520631	3.15825273624122	-0.372064715310056	1.86002785088275	NA	NA	NA	0.308565107160976	-0.256148467498737	7.58533089749265	9.30245635369542	0.6861998913514	0.903679076117248	0.544750847051599	NA	NA	NA	1.75290473667641	0.305159050514731	1.69779538160022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4967145166789	9.43047037974251	10.7181098392836	1.14824380075469	4.22883895540625
GO:0010557 positive regulation of macromolecule biosynthetic process	0.590182682118272	-0.0785913794598459	1.12252555240017	NA	NA	-0.324251997063881	0.0180072552894298	0.241447679326416	1.55012264127034	0.104053977045928	1.39223020227169	1.52865049803151	0.094806542100035	0.623613523306427	0.552831979398918	1.8190552020155	0.528947290544577	1.03194528749492	1.51932375485761	-0.0396943114287807	5.06799186323254	13.6445474770112	7.68208954024706	14.2647766886114	0.542377912013349	1.5614526926244	0.141982024688776	0.20203242986707	0.611790302069685	0.374904825912919	1.68108150575398	2.93733731368393	NA	NA	NA	1.58709869093432	-0.252845598108873	1.06528586181447	1.53668516149442	1.4677085496498	3.05093091366693	0.706801371719483	0.0398773434922481	-0.254182644832861	0.381073815147099	-0.557278635357219	0.836051990459044	0.136416103931214	3.2384450611805	0.226754292622836	-0.552841202254245	2.31768828666872	2.63706520696791	5.40678310734149	0.61063483852128	0.486574928711456	0.292797988967044	3.73189576429263	3.30806071938875	-0.0461879525028829	0.00154105081126842	0.0173735628735777	5.71583384370469	8.27366153697237	2.11001823875895	3.14255963424069	0.720186148242508	1.19480201000732	17.1460842474761	10.0625767104436	13.6725252327078	2.74960704198667	5.07732236983887	8.86849155136722	2.08996715229097	2.74303451025215	2.05212437752233	4.98276426675361	1.56708359029102	2.96112588256037	2.86380117269391	0.564576692343447	NA	NA	NA	NA	NA
GO:0018205 peptidyl-lysine modification	NA	NA	NA	-1.58748466326478	0.535456052734795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.169534951368523	-0.091941798186926	-0.503179780296304	NA	NA	6.233938284624	-0.260407834606205	-1.2213479369322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.572550826143743	0.074922709990519	-4.44382746989307	-1.94108887193691	-0.46077461950242	NA	NA	NA	NA	NA	0.17094120814879	-2.76444736818178	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.244627079503379	1.706832334464	2.0470718248958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0045892 negative regulation of transcription, DNA-templated	0.0503910541231837	0.0692182990871012	2.08720760676446	-1.18971607550253	1.4186388359697	-1.14864353053869	1.02109866614713	NA	NA	-0.368082820247496	1.14296747565809	0.899223990640624	0.154104435014554	3.16130146742579	-0.0321142660290847	3.58204968223046	1.20632769040672	-0.04052831907914	1.1987795367966	NA	NA	14.1748239568505	13.4007442490751	21.0997601838343	NA	NA	0.0135291941862581	0.204739466082159	2.33325640308816	-0.0375411736613175	0.595758340063912	2.6674696873345	NA	NA	NA	0.200825217408924	3.65674365325704	NA	NA	NA	NA	NA	NA	NA	0.500375540959105	-0.334921783176656	2.96713938525185	-0.94332080658988	6.73982462512377	3.62939371886477	-0.2583203833039	2.24466887039119	NA	NA	NA	0.392708551231603	-0.262251838407191	7.99279017438765	9.21100655462832	0.632642235809353	0.844875882174211	0.425006793168266	NA	NA	NA	1.90913574626714	0.364560542157285	1.91539227124798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.0154018999256	9.50259873721797	10.4924175442522	1.00957022005664	4.24432949303253
GO:0051254 positive regulation of RNA metabolic process	0.677726087933138	0.0787621706084143	1.31642668089975	NA	NA	-0.505767518429097	0.0906793662912158	0.517371499305929	1.68814994569488	0.154195876989498	1.33537577855444	1.97309300336646	0.121234442332463	1.59639567094986	-0.000842579464088258	2.11117597930022	-0.0157924922984217	1.28366919694805	1.23598529708086	-0.0295149408657532	7.05187791621709	15.1973545471295	9.6267664192486	16.1214122872458	0.463047476034646	2.19423296454993	0.351439982346471	0.414414357035948	1.64787024780638	0.346837016200081	1.97816090862752	3.97200088603382	NA	NA	NA	1.71748689528629	-0.0681588218249523	1.24400072799784	1.30035521002132	2.15969913891826	2.51139463113093	1.01723204798552	0.183311177121943	0.0569740275670577	1.0216455870326	-0.242152490937379	0.867539816754244	-0.585825501802952	2.84730829762721	0.917562491242741	-0.859206269563983	2.25807855301678	2.54547370882286	5.74905431169984	0.149766344137196	0.44636001710963	0.331015958355619	5.40374011338877	4.64938846563818	-0.124375039762159	0.0767597342617241	-0.19339185099435	7.05648816912689	9.60998796641374	2.44426420597357	3.52082473620689	0.451514522055642	1.11909223269908	17.191988946652	11.4780817127849	17.8523439194051	3.07157201744106	6.31761251564808	9.95042009539576	3.05673660233812	2.95768285677879	2.61120574320269	6.47447030274786	1.88163938058923	4.09901176439665	3.08785795141622	0.732645101926623	NA	NA	NA	NA	NA
GO:0000278 mitotic cell cycle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.00964036475205	-0.0343010216467336	-6.1586164139441	NA	NA	NA	NA	NA	-5.47421999586252	-9.04793196814328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2101951756853	0.600923937044268	-12.9272434735973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.465412385489137	-1.1504492600504	-2.98136799161767	NA	NA	-1.04011067698816	0.822118642637296	-0.102899190029293	NA	NA	-3.00401551861318	-11.9957744898777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
